timestamp,user,src_host,dst_host,result,src_ip
187,U543,C677,DST-HOST,SUCCESS,C677
187,U544,C638,DST-HOST,SUCCESS,C638
187,U544,C200,DST-HOST,SUCCESS,C200
187,U89,C98,DST-HOST,SUCCESS,C98
187,U89,C200,DST-HOST,SUCCESS,C200
187,U545,C678,DST-HOST,SUCCESS,C678
187,U197,C269,DST-HOST,SUCCESS,C269
187,U197,C280,DST-HOST,SUCCESS,C280
187,U59,C200,DST-HOST,SUCCESS,C200
187,U59,C64,DST-HOST,SUCCESS,C64
187,U29,C30,DST-HOST,SUCCESS,C30
187,U188,C239,DST-HOST,SUCCESS,C239
187,U188,C256,DST-HOST,SUCCESS,C256
187,U546,C679,DST-HOST,SUCCESS,C679
187,U116,C155,DST-HOST,SUCCESS,C155
187,U204,C154,DST-HOST,SUCCESS,C154
187,U128,C167,DST-HOST,SUCCESS,C167
187,U128,C176,DST-HOST,SUCCESS,C176
188,U372,C495,DST-HOST,SUCCESS,C495
188,U205,C277,DST-HOST,SUCCESS,C277
188,U543,C677,DST-HOST,SUCCESS,C677
188,U207,C279,DST-HOST,SUCCESS,C279
188,U547,C680,DST-HOST,SUCCESS,C680
188,U202,C148,DST-HOST,SUCCESS,C148
188,U202,C275,DST-HOST,SUCCESS,C275
188,U548,C681,DST-HOST,SUCCESS,C681
188,U13,C172,DST-HOST,SUCCESS,C172
188,U12,C13,DST-HOST,SUCCESS,C13
188,U97,C161,DST-HOST,SUCCESS,C161
188,U179,C175,DST-HOST,SUCCESS,C175
189,U549,C682,DST-HOST,SUCCESS,C682
189,U550,C683,DST-HOST,SUCCESS,C683
189,U551,C684,DST-HOST,SUCCESS,C684
189,U216,C219,DST-HOST,SUCCESS,C219
189,U216,C291,DST-HOST,SUCCESS,C291
189,U548,C681,DST-HOST,SUCCESS,C681
189,U29,C30,DST-HOST,SUCCESS,C30
189,U60,C173,DST-HOST,SUCCESS,C173
189,U12,C685,DST-HOST,SUCCESS,C685
189,U12,C602,DST-HOST,SUCCESS,C602
189,U12,C13,DST-HOST,SUCCESS,C13
190,U552,C686,DST-HOST,SUCCESS,C686
190,U549,C682,DST-HOST,SUCCESS,C682
190,U211,C248,DST-HOST,SUCCESS,C248
190,U211,C286,DST-HOST,SUCCESS,C286
190,U231,C316,DST-HOST,SUCCESS,C316
190,U231,C317,DST-HOST,SUCCESS,C317
190,U550,C683,DST-HOST,SUCCESS,C683
190,U553,C687,DST-HOST,SUCCESS,C687
190,U537,C134,DST-HOST,SUCCESS,C134
190,U537,C672,DST-HOST,SUCCESS,C672
190,U554,C688,DST-HOST,SUCCESS,C688
190,U548,C134,DST-HOST,SUCCESS,C134
190,U548,C681,DST-HOST,SUCCESS,C681
190,U77,C78,DST-HOST,SUCCESS,C78
190,U12,C108,DST-HOST,SUCCESS,C108
190,U12,C335,DST-HOST,SUCCESS,C335
190,U12,C13,DST-HOST,SUCCESS,C13
190,U159,C160,DST-HOST,SUCCESS,C160
190,U97,C161,DST-HOST,SUCCESS,C161
190,U179,C175,DST-HOST,SUCCESS,C175
191,U552,C686,DST-HOST,SUCCESS,C686
191,U549,C682,DST-HOST,SUCCESS,C682
191,U131,C180,DST-HOST,SUCCESS,C180
191,U131,C151,DST-HOST,SUCCESS,C151
191,U212,C295,DST-HOST,SUCCESS,C295
191,U212,C280,DST-HOST,SUCCESS,C280
191,U212,C287,DST-HOST,SUCCESS,C287
191,U555,C689,DST-HOST,SUCCESS,C689
191,U556,C690,DST-HOST,SUCCESS,C690
191,U557,C691,DST-HOST,SUCCESS,C691
191,U550,C683,DST-HOST,SUCCESS,C683
191,U558,C692,DST-HOST,SUCCESS,C692
191,U551,C684,DST-HOST,SUCCESS,C684
191,U207,C234,DST-HOST,SUCCESS,C234
191,U207,C279,DST-HOST,SUCCESS,C279
191,U218,C219,DST-HOST,SUCCESS,C219
191,U218,C296,DST-HOST,SUCCESS,C296
191,U477,C606,DST-HOST,SUCCESS,C606
191,U554,C688,DST-HOST,SUCCESS,C688
191,U29,C300,DST-HOST,SUCCESS,C300
191,U29,C30,DST-HOST,SUCCESS,C30
191,U559,C693,DST-HOST,SUCCESS,C693
191,U12,C112,DST-HOST,SUCCESS,C112
191,U12,C694,DST-HOST,SUCCESS,C694
191,U12,C13,DST-HOST,SUCCESS,C13
191,U12,C54,DST-HOST,SUCCESS,C54
191,U128,C167,DST-HOST,SUCCESS,C167
191,U128,C176,DST-HOST,SUCCESS,C176
192,U560,C97,DST-HOST,SUCCESS,C97
192,U561,C151,DST-HOST,SUCCESS,C151
192,U561,C695,DST-HOST,SUCCESS,C695
192,U562,C82,DST-HOST,SUCCESS,C82
192,U562,C146,DST-HOST,SUCCESS,C146
192,U131,C180,DST-HOST,SUCCESS,C180
192,U131,C151,DST-HOST,SUCCESS,C151
192,U563,C696,DST-HOST,SUCCESS,C696
192,U563,C151,DST-HOST,SUCCESS,C151
192,U264,C354,DST-HOST,SUCCESS,C354
192,U200,C273,DST-HOST,SUCCESS,C273
192,U556,C690,DST-HOST,SUCCESS,C690
192,U557,C691,DST-HOST,SUCCESS,C691
192,U564,C697,DST-HOST,SUCCESS,C697
192,U565,C698,DST-HOST,SUCCESS,C698
192,U225,C304,DST-HOST,SUCCESS,C304
192,U225,C305,DST-HOST,SUCCESS,C305
192,U201,C200,DST-HOST,SUCCESS,C200
192,U201,C274,DST-HOST,SUCCESS,C274
192,U214,C289,DST-HOST,SUCCESS,C289
192,U214,C148,DST-HOST,SUCCESS,C148
192,U554,C688,DST-HOST,SUCCESS,C688
192,U173,C233,DST-HOST,SUCCESS,C233
192,U548,C134,DST-HOST,SUCCESS,C134
192,U548,C681,DST-HOST,SUCCESS,C681
192,U227,C308,DST-HOST,SUCCESS,C308
192,U227,C148,DST-HOST,SUCCESS,C148
192,U9,C10,DST-HOST,SUCCESS,C10
192,U97,C161,DST-HOST,SUCCESS,C161
192,U179,C175,DST-HOST,SUCCESS,C175
192,U128,C167,DST-HOST,SUCCESS,C167
192,U128,C176,DST-HOST,SUCCESS,C176
193,U560,C97,DST-HOST,SUCCESS,C97
193,U552,C134,DST-HOST,SUCCESS,C134
193,U552,C686,DST-HOST,SUCCESS,C686
193,U562,C145,DST-HOST,SUCCESS,C145
193,U563,C696,DST-HOST,SUCCESS,C696
193,U200,C273,DST-HOST,SUCCESS,C273
193,U564,C697,DST-HOST,SUCCESS,C697
193,U558,C692,DST-HOST,SUCCESS,C692
193,U565,C698,DST-HOST,SUCCESS,C698
193,U566,C699,DST-HOST,SUCCESS,C699
193,U39,C41,DST-HOST,SUCCESS,C41
193,U173,C233,DST-HOST,SUCCESS,C233
193,U9,C10,DST-HOST,SUCCESS,C10
193,U77,C234,DST-HOST,SUCCESS,C234
193,U77,C78,DST-HOST,SUCCESS,C78
193,U12,C13,DST-HOST,SUCCESS,C13
194,U223,C148,DST-HOST,SUCCESS,C148
194,U223,C302,DST-HOST,SUCCESS,C302
194,U230,C315,DST-HOST,SUCCESS,C315
194,U200,C273,DST-HOST,SUCCESS,C273
194,U564,C697,DST-HOST,SUCCESS,C697
194,U566,C699,DST-HOST,SUCCESS,C699
194,U567,C700,DST-HOST,SUCCESS,C700
194,U39,C41,DST-HOST,SUCCESS,C41
194,U39,C151,DST-HOST,SUCCESS,C151
194,U13,C172,DST-HOST,SUCCESS,C172
194,U13,C14,DST-HOST,SUCCESS,C14
194,U60,C173,DST-HOST,SUCCESS,C173
194,U12,C335,DST-HOST,SUCCESS,C335
194,U12,C13,DST-HOST,SUCCESS,C13
194,U97,C116,DST-HOST,SUCCESS,C116
194,U97,C161,DST-HOST,SUCCESS,C161
195,U235,C219,DST-HOST,SUCCESS,C219
195,U235,C320,DST-HOST,SUCCESS,C320
195,U230,C315,DST-HOST,SUCCESS,C315
195,U568,C701,DST-HOST,SUCCESS,C701
195,U569,C702,DST-HOST,SUCCESS,C702
195,U14,C219,DST-HOST,SUCCESS,C219
195,U14,C15,DST-HOST,SUCCESS,C15
195,U124,C192,DST-HOST,SUCCESS,C192
195,U116,C155,DST-HOST,SUCCESS,C155
195,U127,C155,DST-HOST,SUCCESS,C155
195,U13,C172,DST-HOST,SUCCESS,C172
195,U13,C14,DST-HOST,SUCCESS,C14
195,U12,C251,DST-HOST,SUCCESS,C251
195,U95,C154,DST-HOST,SUCCESS,C154
195,U97,C116,DST-HOST,SUCCESS,C116
196,U560,C97,DST-HOST,SUCCESS,C97
196,U570,C703,DST-HOST,SUCCESS,C703
196,U570,C150,DST-HOST,SUCCESS,C150
196,U571,C704,DST-HOST,SUCCESS,C704
196,U568,C701,DST-HOST,SUCCESS,C701
196,U381,C502,DST-HOST,SUCCESS,C502
196,U569,C702,DST-HOST,SUCCESS,C702
196,U572,C705,DST-HOST,SUCCESS,C705
196,U536,C670,DST-HOST,SUCCESS,C670
196,U536,C671,DST-HOST,SUCCESS,C671
196,U6,C7,DST-HOST,SUCCESS,C7
196,U6,C148,DST-HOST,SUCCESS,C148
196,U573,C706,DST-HOST,SUCCESS,C706
196,U124,C192,DST-HOST,SUCCESS,C192
196,U124,C168,DST-HOST,SUCCESS,C168
196,U574,C707,DST-HOST,SUCCESS,C707
196,U575,C708,DST-HOST,SUCCESS,C708
196,U97,C161,DST-HOST,SUCCESS,C161
196,U128,C167,DST-HOST,SUCCESS,C167
196,U128,C176,DST-HOST,SUCCESS,C176
197,U576,C709,DST-HOST,SUCCESS,C709
197,U577,C710,DST-HOST,SUCCESS,C710
197,U571,C704,DST-HOST,SUCCESS,C704
197,U578,C711,DST-HOST,SUCCESS,C711
197,U579,C712,DST-HOST,SUCCESS,C712
197,U6,C7,DST-HOST,SUCCESS,C7
197,U39,C41,DST-HOST,SUCCESS,C41
197,U39,C151,DST-HOST,SUCCESS,C151
197,U226,C151,DST-HOST,SUCCESS,C151
197,U226,C306,DST-HOST,SUCCESS,C306
197,U202,C239,DST-HOST,SUCCESS,C239
197,U202,C275,DST-HOST,SUCCESS,C275
197,U9,C10,DST-HOST,SUCCESS,C10
197,U9,C151,DST-HOST,SUCCESS,C151
197,U575,C708,DST-HOST,SUCCESS,C708
197,U107,C138,DST-HOST,SUCCESS,C138
197,U107,C150,DST-HOST,SUCCESS,C150
197,U244,C219,DST-HOST,SUCCESS,C219
197,U244,C330,DST-HOST,SUCCESS,C330
197,U12,C210,DST-HOST,SUCCESS,C210
197,U105,C160,DST-HOST,SUCCESS,C160
197,U128,C167,DST-HOST,SUCCESS,C167
197,U128,C176,DST-HOST,SUCCESS,C176
198,U580,C713,DST-HOST,SUCCESS,C713
198,U381,C502,DST-HOST,SUCCESS,C502
198,U578,C711,DST-HOST,SUCCESS,C711
198,U579,C712,DST-HOST,SUCCESS,C712
198,U581,C714,DST-HOST,SUCCESS,C714
198,U582,C97,DST-HOST,SUCCESS,C97
198,U574,C707,DST-HOST,SUCCESS,C707
198,U575,C708,DST-HOST,SUCCESS,C708
198,U238,C323,DST-HOST,SUCCESS,C323
198,U159,C160,DST-HOST,SUCCESS,C160
198,U97,C161,DST-HOST,SUCCESS,C161
199,U580,C713,DST-HOST,SUCCESS,C713
199,U560,C97,DST-HOST,SUCCESS,C97
199,U583,C715,DST-HOST,SUCCESS,C715
199,U584,C716,DST-HOST,SUCCESS,C716
199,U577,C710,DST-HOST,SUCCESS,C710
199,U578,C711,DST-HOST,SUCCESS,C711
199,U585,C717,DST-HOST,SUCCESS,C717
199,U579,C712,DST-HOST,SUCCESS,C712
199,U581,C714,DST-HOST,SUCCESS,C714
199,U19,C20,DST-HOST,SUCCESS,C20
199,U582,C97,DST-HOST,SUCCESS,C97
199,U586,C718,DST-HOST,SUCCESS,C718
199,U575,C708,DST-HOST,SUCCESS,C708
199,U107,C138,DST-HOST,SUCCESS,C138
199,U107,C150,DST-HOST,SUCCESS,C150
199,U60,C173,DST-HOST,SUCCESS,C173
199,U12,C524,DST-HOST,SUCCESS,C524
199,U159,C160,DST-HOST,SUCCESS,C160
200,U560,C97,DST-HOST,SUCCESS,C97
200,U539,C674,DST-HOST,SUCCESS,C674
200,U2,C3,DST-HOST,SUCCESS,C3
200,U584,C150,DST-HOST,SUCCESS,C150
200,U584,C716,DST-HOST,SUCCESS,C716
200,U587,C719,DST-HOST,SUCCESS,C719
200,U579,C712,DST-HOST,SUCCESS,C712
200,U120,C164,DST-HOST,SUCCESS,C164
200,U120,C148,DST-HOST,SUCCESS,C148
200,U19,C20,DST-HOST,SUCCESS,C20
200,U582,C97,DST-HOST,SUCCESS,C97
200,U586,C718,DST-HOST,SUCCESS,C718
200,U373,C154,DST-HOST,SUCCESS,C154
200,U94,C211,DST-HOST,SUCCESS,C211
200,U94,C110,DST-HOST,SUCCESS,C110
200,U12,C251,DST-HOST,SUCCESS,C251
200,U97,C161,DST-HOST,SUCCESS,C161
201,U560,C97,DST-HOST,SUCCESS,C97
201,U560,C720,DST-HOST,SUCCESS,C720
201,U588,C721,DST-HOST,SUCCESS,C721
201,U539,C674,DST-HOST,SUCCESS,C674
201,U2,C150,DST-HOST,SUCCESS,C150
201,U2,C3,DST-HOST,SUCCESS,C3
201,U587,C719,DST-HOST,SUCCESS,C719
201,U19,C20,DST-HOST,SUCCESS,C20
201,U589,C83,DST-HOST,SUCCESS,C83
201,U39,C41,DST-HOST,SUCCESS,C41
201,U582,C97,DST-HOST,SUCCESS,C97
201,U202,C275,DST-HOST,SUCCESS,C275
201,U590,C70,DST-HOST,SUCCESS,C70
201,U591,C722,DST-HOST,SUCCESS,C722
201,U592,C200,DST-HOST,SUCCESS,C200
201,U592,C723,DST-HOST,SUCCESS,C723
201,U259,C348,DST-HOST,SUCCESS,C348
201,U159,C160,DST-HOST,SUCCESS,C160
201,U128,C167,DST-HOST,SUCCESS,C167
201,U128,C176,DST-HOST,SUCCESS,C176
202,U560,C97,DST-HOST,SUCCESS,C97
202,U560,C720,DST-HOST,SUCCESS,C720
202,U552,C134,DST-HOST,SUCCESS,C134
202,U552,C686,DST-HOST,SUCCESS,C686
202,U113,C147,DST-HOST,SUCCESS,C147
202,U113,C148,DST-HOST,SUCCESS,C148
202,U588,C721,DST-HOST,SUCCESS,C721
202,U593,C724,DST-HOST,SUCCESS,C724
202,U594,C177,DST-HOST,SUCCESS,C177
202,U594,C301,DST-HOST,SUCCESS,C301
202,U594,C83,DST-HOST,SUCCESS,C83
202,U415,C538,DST-HOST,SUCCESS,C538
202,U595,C725,DST-HOST,SUCCESS,C725
202,U252,C339,DST-HOST,SUCCESS,C339
202,U252,C225,DST-HOST,SUCCESS,C225
202,U283,C377,DST-HOST,SUCCESS,C377
202,U18,C200,DST-HOST,SUCCESS,C200
202,U18,C19,DST-HOST,SUCCESS,C19
202,U68,C71,DST-HOST,SUCCESS,C71
202,U3,C4,DST-HOST,SUCCESS,C4
202,U3,C151,DST-HOST,SUCCESS,C151
202,U206,C134,DST-HOST,SUCCESS,C134
202,U206,C278,DST-HOST,SUCCESS,C278
202,U596,C200,DST-HOST,SUCCESS,C200
202,U596,C726,DST-HOST,SUCCESS,C726
202,U21,C22,DST-HOST,SUCCESS,C22
202,U39,C41,DST-HOST,SUCCESS,C41
202,U114,C149,DST-HOST,SUCCESS,C149
202,U114,C148,DST-HOST,SUCCESS,C148
202,U582,C97,DST-HOST,SUCCESS,C97
202,U202,C275,DST-HOST,SUCCESS,C275
202,U590,C70,DST-HOST,SUCCESS,C70
202,U548,C134,DST-HOST,SUCCESS,C134
202,U548,C681,DST-HOST,SUCCESS,C681
202,U115,C148,DST-HOST,SUCCESS,C148
202,U115,C152,DST-HOST,SUCCESS,C152
202,U592,C200,DST-HOST,SUCCESS,C200
202,U592,C723,DST-HOST,SUCCESS,C723
202,U77,C78,DST-HOST,SUCCESS,C78
202,U259,C348,DST-HOST,SUCCESS,C348
202,U245,C331,DST-HOST,SUCCESS,C331
202,U597,C727,DST-HOST,SUCCESS,C727
202,U13,C14,DST-HOST,SUCCESS,C14
202,U97,C161,DST-HOST,SUCCESS,C161
202,U128,C167,DST-HOST,SUCCESS,C167
202,U128,C176,DST-HOST,SUCCESS,C176
203,U560,C97,DST-HOST,SUCCESS,C97
203,U593,C724,DST-HOST,SUCCESS,C724
203,U594,C301,DST-HOST,SUCCESS,C301
203,U415,C538,DST-HOST,SUCCESS,C538
203,U598,C728,DST-HOST,SUCCESS,C728
203,U595,C725,DST-HOST,SUCCESS,C725
203,U283,C377,DST-HOST,SUCCESS,C377
203,U68,C71,DST-HOST,SUCCESS,C71
203,U599,C729,DST-HOST,SUCCESS,C729
203,U21,C22,DST-HOST,SUCCESS,C22
203,U600,C730,DST-HOST,SUCCESS,C730
203,U39,C41,DST-HOST,SUCCESS,C41
203,U258,C347,DST-HOST,SUCCESS,C347
203,U258,C120,DST-HOST,SUCCESS,C120
203,U245,C331,DST-HOST,SUCCESS,C331
203,U245,C150,DST-HOST,SUCCESS,C150
203,U13,C14,DST-HOST,SUCCESS,C14
203,U184,C154,DST-HOST,SUCCESS,C154
203,U159,C160,DST-HOST,SUCCESS,C160
204,U601,C731,DST-HOST,SUCCESS,C731
204,U598,C728,DST-HOST,SUCCESS,C728
204,U595,C725,DST-HOST,SUCCESS,C725
204,U162,C218,DST-HOST,SUCCESS,C218
204,U599,C729,DST-HOST,SUCCESS,C729
204,U602,C732,DST-HOST,SUCCESS,C732
204,U39,C41,DST-HOST,SUCCESS,C41
204,U28,C29,DST-HOST,SUCCESS,C29
204,U603,C733,DST-HOST,SUCCESS,C733
204,U93,C734,DST-HOST,SUCCESS,C734
204,U60,C173,DST-HOST,SUCCESS,C173
204,U184,C154,DST-HOST,SUCCESS,C154
204,U97,C161,DST-HOST,SUCCESS,C161
204,U46,C154,DST-HOST,SUCCESS,C154
204,U67,C49,DST-HOST,SUCCESS,C49
205,U604,C735,DST-HOST,SUCCESS,C735
205,U600,C730,DST-HOST,SUCCESS,C730
205,U28,C29,DST-HOST,SUCCESS,C29
205,U605,C736,DST-HOST,SUCCESS,C736
205,U77,C234,DST-HOST,SUCCESS,C234
205,U77,C78,DST-HOST,SUCCESS,C78
205,U93,C108,DST-HOST,SUCCESS,C108
205,U93,C734,DST-HOST,SUCCESS,C734
205,U60,C108,DST-HOST,SUCCESS,C108
205,U12,C313,DST-HOST,SUCCESS,C313
205,U184,C154,DST-HOST,SUCCESS,C154
205,U67,C154,DST-HOST,SUCCESS,C154
205,U67,C49,DST-HOST,SUCCESS,C49
206,U601,C731,DST-HOST,SUCCESS,C731
206,U180,C737,DST-HOST,SUCCESS,C737
206,U130,C179,DST-HOST,SUCCESS,C179
206,U130,C148,DST-HOST,SUCCESS,C148
206,U160,C216,DST-HOST,SUCCESS,C216
206,U162,C218,DST-HOST,SUCCESS,C218
206,U132,C181,DST-HOST,SUCCESS,C181
206,U132,C148,DST-HOST,SUCCESS,C148
206,U582,C97,DST-HOST,SUCCESS,C97
206,U582,C738,DST-HOST,SUCCESS,C738
206,U605,C736,DST-HOST,SUCCESS,C736
206,U348,C464,DST-HOST,SUCCESS,C464
206,U154,C208,DST-HOST,SUCCESS,C208
206,U154,C148,DST-HOST,SUCCESS,C148
206,U184,C154,DST-HOST,SUCCESS,C154
206,U97,C161,DST-HOST,SUCCESS,C161
206,U179,C175,DST-HOST,SUCCESS,C175
206,U128,C167,DST-HOST,SUCCESS,C167
206,U128,C176,DST-HOST,SUCCESS,C176
207,U280,C374,DST-HOST,SUCCESS,C374
207,U280,C151,DST-HOST,SUCCESS,C151
207,U160,C216,DST-HOST,SUCCESS,C216
207,U281,C375,DST-HOST,SUCCESS,C375
207,U199,C272,DST-HOST,SUCCESS,C272
207,U199,C151,DST-HOST,SUCCESS,C151
207,U606,C310,DST-HOST,SUCCESS,C310
207,U607,C739,DST-HOST,SUCCESS,C739
207,U275,C367,DST-HOST,SUCCESS,C367
207,U275,C368,DST-HOST,SUCCESS,C368
207,U608,C740,DST-HOST,SUCCESS,C740
207,U582,C97,DST-HOST,SUCCESS,C97
207,U582,C738,DST-HOST,SUCCESS,C738
207,U348,C464,DST-HOST,SUCCESS,C464
207,U12,C236,DST-HOST,SUCCESS,C236
207,U12,C13,DST-HOST,SUCCESS,C13
207,U204,C154,DST-HOST,SUCCESS,C154
207,U128,C167,DST-HOST,SUCCESS,C167
207,U128,C176,DST-HOST,SUCCESS,C176
208,U283,C377,DST-HOST,SUCCESS,C377
208,U283,C378,DST-HOST,SUCCESS,C378
208,U609,C741,DST-HOST,SUCCESS,C741
208,U608,C740,DST-HOST,SUCCESS,C740
208,U582,C97,DST-HOST,SUCCESS,C97
208,U153,C207,DST-HOST,SUCCESS,C207
208,U153,C148,DST-HOST,SUCCESS,C148
208,U348,C464,DST-HOST,SUCCESS,C464
208,U156,C161,DST-HOST,SUCCESS,C161
208,U97,C161,DST-HOST,SUCCESS,C161
208,U179,C175,DST-HOST,SUCCESS,C175
209,U268,C358,DST-HOST,SUCCESS,C358
209,U224,C303,DST-HOST,SUCCESS,C303
209,U281,C234,DST-HOST,SUCCESS,C234
209,U281,C375,DST-HOST,SUCCESS,C375
209,U587,C719,DST-HOST,SUCCESS,C719
209,U587,C134,DST-HOST,SUCCESS,C134
209,U607,C739,DST-HOST,SUCCESS,C739
209,U609,C741,DST-HOST,SUCCESS,C741
209,U610,C742,DST-HOST,SUCCESS,C742
209,U163,C219,DST-HOST,SUCCESS,C219
209,U163,C220,DST-HOST,SUCCESS,C220
209,U13,C309,DST-HOST,SUCCESS,C309
209,U13,C282,DST-HOST,SUCCESS,C282
209,U60,C173,DST-HOST,SUCCESS,C173
209,U12,C108,DST-HOST,SUCCESS,C108
209,U12,C173,DST-HOST,SUCCESS,C173
209,U12,C13,DST-HOST,SUCCESS,C13
209,U156,C114,DST-HOST,SUCCESS,C114
210,U268,C150,DST-HOST,SUCCESS,C150
210,U268,C358,DST-HOST,SUCCESS,C358
210,U611,C743,DST-HOST,SUCCESS,C743
210,U457,C585,DST-HOST,SUCCESS,C585
210,U457,C394,DST-HOST,SUCCESS,C394
210,U609,C741,DST-HOST,SUCCESS,C741
210,U63,C68,DST-HOST,SUCCESS,C68
210,U610,C742,DST-HOST,SUCCESS,C742
210,U39,C41,DST-HOST,SUCCESS,C41
210,U612,C744,DST-HOST,SUCCESS,C744
210,U167,C225,DST-HOST,SUCCESS,C225
210,U167,C226,DST-HOST,SUCCESS,C226
210,U13,C309,DST-HOST,SUCCESS,C309
210,U13,C282,DST-HOST,SUCCESS,C282
210,U13,C32,DST-HOST,SUCCESS,C32
210,U13,C42,DST-HOST,SUCCESS,C42
210,U12,C13,DST-HOST,SUCCESS,C13
210,U12,C159,DST-HOST,SUCCESS,C159
210,U159,C160,DST-HOST,SUCCESS,C160
210,U97,C161,DST-HOST,SUCCESS,C161
210,U179,C175,DST-HOST,SUCCESS,C175
211,U431,C556,DST-HOST,SUCCESS,C556
211,U170,C229,DST-HOST,SUCCESS,C229
211,U609,C741,DST-HOST,SUCCESS,C741
211,U613,C745,DST-HOST,SUCCESS,C745
211,U610,C742,DST-HOST,SUCCESS,C742
211,U614,C144,DST-HOST,SUCCESS,C144
211,U39,C41,DST-HOST,SUCCESS,C41
211,U615,C746,DST-HOST,SUCCESS,C746
211,U616,C747,DST-HOST,SUCCESS,C747
211,U13,C32,DST-HOST,SUCCESS,C32
211,U13,C42,DST-HOST,SUCCESS,C42
211,U12,C293,DST-HOST,SUCCESS,C293
211,U12,C748,DST-HOST,SUCCESS,C748
211,U169,C238,DST-HOST,SUCCESS,C238
212,U431,C556,DST-HOST,SUCCESS,C556
212,U130,C179,DST-HOST,SUCCESS,C179
212,U130,C239,DST-HOST,SUCCESS,C239
212,U16,C148,DST-HOST,SUCCESS,C148
212,U16,C17,DST-HOST,SUCCESS,C17
212,U611,C743,DST-HOST,SUCCESS,C743
212,U177,C242,DST-HOST,SUCCESS,C242
212,U177,C148,DST-HOST,SUCCESS,C148
212,U120,C164,DST-HOST,SUCCESS,C164
212,U120,C239,DST-HOST,SUCCESS,C239
212,U291,C238,DST-HOST,SUCCESS,C238
212,U613,C745,DST-HOST,SUCCESS,C745
212,U610,C749,DST-HOST,SUCCESS,C749
212,U610,C742,DST-HOST,SUCCESS,C742
212,U614,C144,DST-HOST,SUCCESS,C144
212,U612,C744,DST-HOST,SUCCESS,C744
212,U202,C239,DST-HOST,SUCCESS,C239
212,U202,C275,DST-HOST,SUCCESS,C275
212,U617,C301,DST-HOST,SUCCESS,C301
212,U616,C747,DST-HOST,SUCCESS,C747
212,U618,C750,DST-HOST,SUCCESS,C750
212,U618,C150,DST-HOST,SUCCESS,C150
212,U603,C733,DST-HOST,SUCCESS,C733
212,U153,C207,DST-HOST,SUCCESS,C207
212,U153,C239,DST-HOST,SUCCESS,C239
212,U619,C751,DST-HOST,SUCCESS,C751
212,U127,C155,DST-HOST,SUCCESS,C155
212,U97,C161,DST-HOST,SUCCESS,C161
212,U179,C175,DST-HOST,SUCCESS,C175
213,U620,C752,DST-HOST,SUCCESS,C752
213,U304,C402,DST-HOST,SUCCESS,C402
213,U63,C234,DST-HOST,SUCCESS,C234
213,U63,C68,DST-HOST,SUCCESS,C68
213,U621,C753,DST-HOST,SUCCESS,C753
213,U182,C248,DST-HOST,SUCCESS,C248
213,U182,C249,DST-HOST,SUCCESS,C249
213,U603,C733,DST-HOST,SUCCESS,C733
213,U622,C754,DST-HOST,SUCCESS,C754
213,U619,C751,DST-HOST,SUCCESS,C751
213,U183,C250,DST-HOST,SUCCESS,C250
213,U116,C155,DST-HOST,SUCCESS,C155
213,U12,C645,DST-HOST,SUCCESS,C645
214,U623,C755,DST-HOST,SUCCESS,C755
214,U47,C50,DST-HOST,SUCCESS,C50
214,U264,C354,DST-HOST,SUCCESS,C354
214,U231,C316,DST-HOST,SUCCESS,C316
214,U231,C317,DST-HOST,SUCCESS,C317
214,U16,C17,DST-HOST,SUCCESS,C17
214,U624,C756,DST-HOST,SUCCESS,C756
214,U625,C757,DST-HOST,SUCCESS,C757
214,U186,C254,DST-HOST,SUCCESS,C254
214,U186,C148,DST-HOST,SUCCESS,C148
214,U620,C752,DST-HOST,SUCCESS,C752
214,U304,C402,DST-HOST,SUCCESS,C402
214,U609,C134,DST-HOST,SUCCESS,C134
214,U609,C741,DST-HOST,SUCCESS,C741
214,U63,C68,DST-HOST,SUCCESS,C68
214,U621,C753,DST-HOST,SUCCESS,C753
214,U610,C134,DST-HOST,SUCCESS,C134
214,U610,C742,DST-HOST,SUCCESS,C742
214,U193,C260,DST-HOST,SUCCESS,C260
214,U626,C758,DST-HOST,SUCCESS,C758
214,U603,C733,DST-HOST,SUCCESS,C733
214,U622,C754,DST-HOST,SUCCESS,C754
214,U77,C78,DST-HOST,SUCCESS,C78
214,U627,C759,DST-HOST,SUCCESS,C759
214,U183,C250,DST-HOST,SUCCESS,C250
214,U188,C148,DST-HOST,SUCCESS,C148
214,U188,C256,DST-HOST,SUCCESS,C256
214,U97,C161,DST-HOST,SUCCESS,C161
215,U623,C755,DST-HOST,SUCCESS,C755
215,U47,C50,DST-HOST,SUCCESS,C50
215,U628,C760,DST-HOST,SUCCESS,C760
215,U264,C354,DST-HOST,SUCCESS,C354
215,U16,C17,DST-HOST,SUCCESS,C17
215,U624,C756,DST-HOST,SUCCESS,C756
215,U625,C757,DST-HOST,SUCCESS,C757
215,U499,C628,DST-HOST,SUCCESS,C628
215,U310,C412,DST-HOST,SUCCESS,C412
215,U629,C761,DST-HOST,SUCCESS,C761
215,U311,C413,DST-HOST,SUCCESS,C413
215,U311,C414,DST-HOST,SUCCESS,C414
215,U193,C260,DST-HOST,SUCCESS,C260
215,U194,C262,DST-HOST,SUCCESS,C262
215,U194,C263,DST-HOST,SUCCESS,C263
215,U630,C762,DST-HOST,SUCCESS,C762
215,U631,C145,DST-HOST,SUCCESS,C145
